Applicant_ID,Gender,Age,Marital_Status,Housing_Type,Education_Level,Income_Type,Annual_Income,Employment_Duration,Family_Members,Existing_Loans,Credit_Inquiries,Past_Due_Records,Approval_Status
ACC-12237,Female,32,Separated,Municipal Housing,Higher Education,Commercial Associate,65300.0,3.6,2,3,0,1,0
ACC-12238,Female,42,Married,Own House,Secondary / Secondary Special,Working,90900.0,15.6,3,0,0,1,1
ACC-12239,Female,26,Married,Own House,Secondary / Secondary Special,Working,104000.0,1.2,4,1,0,1,0
ACC-12240,Male,56,Married,Own House,Secondary / Secondary Special,Working,65200.0,2.4,2,2,0,0,0
ACC-12241,Female,65,Married,Own House,Secondary / Secondary Special,Working,65700.0,34.7,2,3,2,0,1
ACC-12242,Male,56,Married,Own House,Incomplete Higher,Working,53600.0,24.1,1,0,6,0,1
ACC-12243,Male,42,Married,Municipal Housing,Secondary / Secondary Special,Pensioner,18000.0,11.2,2,1,0,4,0
ACC-12244,Male,34,Married,Own House,Incomplete Higher,Working,52600.0,6.8,2,0,1,0,1
ACC-12245,Female,36,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,116500.0,8.2,1,1,0,0,1
ACC-12246,Female,56,Married,Own House,Higher Education,Working,113700.0,16.0,4,0,0,0,1
ACC-12247,Male,45,Single,Own House,Higher Education,Commercial Associate,88000.0,10.1,1,2,0,0,1
ACC-12248,Male,52,Married,Own House,Higher Education,Commercial Associate,92300.0,16.2,2,0,1,0,1
ACC-12249,Female,53,Single,Own House,Higher Education,Working,137000.0,17.7,4,1,4,0,1
ACC-12250,Female,65,Single,Municipal Housing,Secondary / Secondary Special,State Servant,42600.0,31.3,4,1,1,0,1
ACC-12251,Male,56,Married,With Parents,Higher Education,Working,74300.0,25.7,3,4,1,0,1
ACC-12252,Male,40,Married,Own House,Higher Education,State Servant,80500.0,7.9,1,1,0,0,1
ACC-12253,Male,38,Single,Own House,Secondary / Secondary Special,Working,35100.0,7.7,3,0,0,0,1
ACC-12254,Male,58,Separated,Own House,Higher Education,Pensioner,58200.0,14.5,2,0,3,1,1
ACC-12255,Male,23,Married,With Parents,Secondary / Secondary Special,State Servant,53500.0,1.8,4,0,0,0,0
ACC-12256,Female,43,Married,With Parents,Secondary / Secondary Special,Pensioner,25200.0,10.7,3,2,4,0,0
ACC-12257,Female,52,Married,Rented Apartment,Higher Education,Working,119200.0,28.5,3,1,0,1,1
ACC-12258,Female,65,Married,Own House,Secondary / Secondary Special,Working,39300.0,31.5,1,1,1,2,1
ACC-12259,Female,36,Married,Own House,Higher Education,Commercial Associate,101900.0,14.4,2,0,6,0,1
ACC-12260,Male,25,Married,Own House,Secondary / Secondary Special,State Servant,45700.0,3.7,3,2,0,0,1
ACC-12261,Male,24,Single,Own House,Secondary / Secondary Special,Pensioner,40400.0,3.9,4,1,1,1,0
ACC-12262,Male,41,Married,Own House,Secondary / Secondary Special,Working,44700.0,13.5,1,3,2,0,1
ACC-12263,Female,60,Married,Own House,Secondary / Secondary Special,State Servant,66700.0,38.6,4,1,0,2,1
ACC-12264,Male,34,Married,Own House,Higher Education,Working,97100.0,2.6,1,0,2,0,1
ACC-12265,Male,59,Married,With Parents,Secondary / Secondary Special,Commercial Associate,110800.0,2.5,2,0,0,2,0
ACC-12266,Male,51,Married,Rented Apartment,Secondary / Secondary Special,Working,52100.0,18.2,3,0,0,0,1
ACC-12267,Male,34,Married,Own House,Secondary / Secondary Special,Working,100600.0,13.8,1,1,0,1,1
ACC-12268,Female,26,Civil Union,Own House,Secondary / Secondary Special,Pensioner,27200.0,2.8,1,1,3,0,0
ACC-12269,Female,32,Married,Own House,Higher Education,Working,84800.0,2.9,3,0,0,4,0
ACC-12270,Female,36,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,118800.0,8.6,2,0,0,0,1
ACC-12271,Female,37,Civil Union,Rented Apartment,Higher Education,Commercial Associate,168900.0,11.2,1,0,1,0,1
ACC-12272,Female,65,Married,Rented Apartment,Higher Education,Working,127100.0,14.5,3,3,0,0,1
ACC-12273,Male,43,Married,Rented Apartment,Higher Education,Working,85100.0,16.6,3,0,1,2,1
ACC-12274,Male,34,Married,Own House,Higher Education,Commercial Associate,116300.0,13.7,2,0,0,0,1
ACC-12275,Male,27,Civil Union,Own House,Secondary / Secondary Special,Working,80000.0,6.3,1,0,2,0,1
ACC-12276,Male,52,Separated,Own House,Secondary / Secondary Special,State Servant,72600.0,9.7,1,1,1,0,1
ACC-12277,Female,35,Single,Own House,Higher Education,Pensioner,47800.0,5.2,3,1,1,1,0
ACC-12278,Male,64,Married,Rented Apartment,Higher Education,Working,95200.0,16.7,2,2,0,0,1
ACC-12279,Female,37,Single,Own House,Higher Education,Working,78900.0,7.0,3,0,1,0,1
ACC-12280,Female,61,Married,Own House,Higher Education,Working,68700.0,4.6,3,1,2,0,1
ACC-12281,Female,64,Married,Own House,Secondary / Secondary Special,Commercial Associate,73100.0,33.6,2,0,0,1,1
ACC-12282,Female,54,Married,Municipal Housing,Secondary / Secondary Special,Working,71900.0,12.7,1,4,0,0,1
ACC-12283,Female,25,Married,Own House,Higher Education,Working,112000.0,4.5,4,0,0,0,1
ACC-12284,Female,65,Single,Own House,Higher Education,Commercial Associate,99400.0,41.7,2,0,2,0,1
ACC-12285,Female,47,Married,Own House,Secondary / Secondary Special,Pensioner,43300.0,1.1,2,1,5,0,0
ACC-12286,Male,43,Married,Own House,Higher Education,Working,107700.0,22.7,4,0,0,0,1
ACC-12287,Female,60,Married,Own House,Secondary / Secondary Special,Working,66600.0,28.5,4,0,0,0,1
ACC-12288,Female,34,Single,Rented Apartment,Secondary / Secondary Special,Pensioner,53400.0,7.5,2,1,0,3,0
ACC-12289,Female,35,Single,Own House,Higher Education,Commercial Associate,106700.0,6.1,2,1,0,0,1
ACC-12290,Male,63,Married,With Parents,Higher Education,Commercial Associate,109500.0,22.5,5,1,1,1,1
ACC-12291,Female,53,Married,Own House,Secondary / Secondary Special,Commercial Associate,56300.0,11.1,3,1,4,0,0
ACC-12292,Female,51,Married,Own House,Secondary / Secondary Special,Pensioner,47700.0,19.5,2,1,0,0,1
ACC-12293,Female,55,Civil Union,With Parents,Secondary / Secondary Special,Commercial Associate,111400.0,3.7,2,1,2,0,0
ACC-12294,Female,37,Single,Own House,Higher Education,State Servant,93700.0,10.7,2,1,1,3,0
ACC-12295,Female,48,Married,Own House,Secondary / Secondary Special,Commercial Associate,61700.0,8.1,4,1,2,0,1
ACC-12296,Female,39,Single,Rented Apartment,Higher Education,Commercial Associate,137500.0,0.8,2,0,1,0,1
ACC-12297,Female,43,Married,Own House,Incomplete Higher,Working,80900.0,12.9,3,0,0,0,1
ACC-12298,Female,52,Single,Rented Apartment,Higher Education,Working,106900.0,18.7,3,1,4,0,1
ACC-12299,Female,60,Married,Own House,Secondary / Secondary Special,State Servant,81300.0,17.3,3,1,0,0,1
ACC-12300,Male,33,Married,Own House,Higher Education,Working,65200.0,1.4,3,2,1,1,0
ACC-12301,Male,40,Married,Own House,Secondary / Secondary Special,Commercial Associate,94300.0,17.9,4,0,3,1,1
ACC-12302,Female,55,Married,Rented Apartment,Secondary / Secondary Special,Working,95500.0,21.6,2,0,0,0,1
ACC-12303,Female,25,Civil Union,Own House,Secondary / Secondary Special,State Servant,54400.0,1.0,1,0,1,2,0
ACC-12304,Male,29,Married,Rented Apartment,Secondary / Secondary Special,Working,22600.0,4.8,3,0,2,0,0
ACC-12305,Female,49,Civil Union,With Parents,Higher Education,State Servant,98000.0,14.7,2,1,5,1,1
ACC-12306,Female,26,Single,Own House,Secondary / Secondary Special,Commercial Associate,80700.0,0.8,1,1,2,0,1
ACC-12307,Male,45,Married,Own House,Secondary / Secondary Special,Working,31000.0,15.4,1,1,0,2,1
ACC-12308,Female,51,Married,Own House,Incomplete Higher,Commercial Associate,93300.0,25.2,1,1,2,1,1
ACC-12309,Female,42,Married,Own House,Secondary / Secondary Special,Working,76700.0,16.6,3,2,2,2,0
ACC-12310,Female,22,Single,Own House,Higher Education,Working,57700.0,0.8,3,4,2,0,0
ACC-12311,Male,65,Married,Own House,Secondary / Secondary Special,Working,106600.0,38.9,1,1,3,0,1
ACC-12312,Female,25,Married,Municipal Housing,Secondary / Secondary Special,Working,81500.0,2.0,3,2,0,1,0
ACC-12313,Male,47,Married,With Parents,Higher Education,Pensioner,28400.0,25.6,2,1,0,1,1
ACC-12314,Male,45,Single,With Parents,Secondary / Secondary Special,Working,83000.0,2.3,3,3,1,0,0
ACC-12315,Female,28,Married,With Parents,Secondary / Secondary Special,Commercial Associate,97400.0,4.1,2,2,4,0,0
ACC-12316,Female,21,Married,Own House,Secondary / Secondary Special,Working,96100.0,0.8,3,4,1,0,0
ACC-12317,Female,40,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,66300.0,5.3,2,1,4,0,0
ACC-12318,Female,64,Married,With Parents,Secondary / Secondary Special,Working,83300.0,34.1,2,2,4,1,1
ACC-12319,Female,43,Single,Own House,Secondary / Secondary Special,Commercial Associate,74800.0,14.6,3,1,3,1,0
ACC-12320,Male,52,Married,Municipal Housing,Secondary / Secondary Special,Commercial Associate,67800.0,1.1,1,0,3,0,0
ACC-12321,Male,31,Single,Own House,Higher Education,Commercial Associate,86000.0,6.9,5,0,3,2,0
ACC-12322,Male,59,Single,Own House,Secondary / Secondary Special,Working,23100.0,19.4,2,2,2,0,1
ACC-12323,Female,44,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,91900.0,5.1,2,0,2,0,1
ACC-12324,Male,31,Single,Municipal Housing,Secondary / Secondary Special,Working,59000.0,11.0,2,1,0,0,1
ACC-12325,Male,49,Married,Own House,Incomplete Higher,Working,18000.0,26.1,1,0,0,1,1
ACC-12326,Male,46,Married,Rented Apartment,Higher Education,Working,91700.0,8.0,2,0,0,1,1
ACC-12327,Female,36,Single,Own House,Higher Education,Working,115500.0,8.9,5,2,0,0,1
ACC-12328,Male,55,Married,Own House,Higher Education,Working,61200.0,11.4,1,2,0,0,1
ACC-12329,Female,40,Single,Rented Apartment,Secondary / Secondary Special,Commercial Associate,64300.0,15.6,3,1,3,0,1
ACC-12330,Female,23,Married,Own House,Secondary / Secondary Special,Working,74700.0,2.8,2,0,2,0,1
ACC-12331,Female,21,Civil Union,Rented Apartment,Higher Education,Working,33700.0,0.7,3,1,0,0,0
ACC-12332,Male,21,Single,Own House,Higher Education,Working,78300.0,0.9,1,1,2,0,1
ACC-12333,Male,37,Married,Own House,Secondary / Secondary Special,Commercial Associate,87600.0,8.7,2,0,1,1,0
ACC-12334,Female,22,Married,Own House,Secondary / Secondary Special,Commercial Associate,67700.0,1.1,5,0,0,0,1
ACC-12335,Female,49,Single,Own House,Academic Degree,Working,81400.0,27.2,1,1,3,0,1
ACC-12336,Female,40,Single,Own House,Higher Education,Commercial Associate,77500.0,10.5,2,0,0,0,1
ACC-12337,Female,26,Married,Municipal Housing,Secondary / Secondary Special,Commercial Associate,44500.0,3.1,2,1,2,0,0
ACC-12338,Female,28,Civil Union,Own House,Higher Education,Working,76100.0,5.5,2,0,0,0,1
ACC-12339,Female,49,Married,Rented Apartment,Secondary / Secondary Special,Working,88200.0,7.9,2,1,1,0,1
ACC-12340,Male,53,Married,Own House,Secondary / Secondary Special,Commercial Associate,132000.0,11.1,2,0,2,0,1
ACC-12341,Female,23,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,80800.0,2.8,1,4,0,0,1
ACC-12342,Female,55,Civil Union,Own House,Secondary / Secondary Special,Working,81900.0,23.9,4,1,5,0,1
ACC-12343,Female,25,Single,Own House,Secondary / Secondary Special,Working,44300.0,4.2,3,0,0,0,1
ACC-12344,Male,47,Single,Own House,Higher Education,Working,44000.0,7.7,1,1,1,2,0
ACC-12345,Male,64,Married,Own House,Secondary / Secondary Special,Commercial Associate,120700.0,24.2,2,2,3,0,1
ACC-12346,Male,32,Civil Union,Own House,Secondary / Secondary Special,State Servant,51900.0,11.7,3,2,4,0,1
ACC-12347,Female,40,Married,Own House,Secondary / Secondary Special,Working,80800.0,6.7,5,1,0,0,1
ACC-12348,Male,65,Married,Own House,Secondary / Secondary Special,Working,68500.0,7.6,5,0,0,0,1
ACC-12349,Female,40,Married,Own House,Higher Education,Commercial Associate,126900.0,10.5,4,1,2,0,1
ACC-12350,Male,29,Married,Own House,Higher Education,State Servant,111000.0,3.8,1,2,0,0,1
ACC-12351,Male,59,Married,With Parents,Incomplete Higher,State Servant,71100.0,6.6,4,1,1,1,0
ACC-12352,Male,24,Married,Own House,Academic Degree,Commercial Associate,133500.0,3.6,4,2,2,1,1
ACC-12353,Male,39,Married,Rented Apartment,Secondary / Secondary Special,State Servant,91700.0,18.8,2,0,1,0,1
ACC-12354,Male,58,Married,Own House,Secondary / Secondary Special,Working,56000.0,21.8,2,0,0,0,1
ACC-12355,Female,47,Married,With Parents,Higher Education,Working,124200.0,21.0,2,2,1,0,1
ACC-12356,Male,65,Married,Own House,Academic Degree,Working,94400.0,38.7,3,1,4,0,1
ACC-12357,Female,63,Married,Rented Apartment,Higher Education,Commercial Associate,106700.0,30.3,2,0,1,0,1
ACC-12358,Female,33,Single,Own House,Higher Education,Working,103800.0,1.1,1,0,2,0,1
ACC-12359,Female,33,Civil Union,Municipal Housing,Higher Education,Working,54200.0,2.5,1,2,0,0,1
ACC-12360,Female,42,Single,Rented Apartment,Secondary / Secondary Special,Working,95400.0,2.0,2,0,0,0,1
ACC-12361,Female,48,Married,With Parents,Secondary / Secondary Special,Working,75500.0,0.8,2,0,0,0,1
ACC-12362,Female,65,Single,Own House,Higher Education,State Servant,162600.0,14.1,3,0,1,0,1
ACC-12363,Female,42,Married,Own House,Higher Education,Working,135800.0,8.9,1,3,0,0,1
ACC-12364,Male,63,Married,Own House,Secondary / Secondary Special,Working,64800.0,10.7,4,3,1,0,1
ACC-12365,Female,39,Married,Own House,Secondary / Secondary Special,State Servant,104300.0,1.7,4,1,2,0,1
ACC-12366,Female,28,Single,With Parents,Secondary / Secondary Special,Working,83600.0,4.5,4,1,2,0,0
ACC-12367,Male,28,Married,Own House,Secondary / Secondary Special,Commercial Associate,85100.0,2.5,3,0,0,0,1
ACC-12368,Female,62,Married,Own House,Higher Education,State Servant,53500.0,33.5,1,0,2,0,1
ACC-12369,Male,46,Married,Own House,Secondary / Secondary Special,Pensioner,18000.0,0.7,2,2,2,0,0
ACC-12370,Male,46,Single,Own House,Secondary / Secondary Special,State Servant,65100.0,22.0,1,0,0,0,1
ACC-12371,Male,43,Single,Own House,Secondary / Secondary Special,Working,54100.0,22.0,5,1,0,0,1
ACC-12372,Male,63,Married,Rented Apartment,Higher Education,Commercial Associate,110000.0,30.9,2,1,1,0,1
ACC-12373,Female,33,Married,Own House,Secondary / Secondary Special,Working,95200.0,9.7,2,0,1,0,1
ACC-12374,Male,48,Married,Own House,Secondary / Secondary Special,Working,84000.0,26.2,3,1,0,0,1
ACC-12375,Female,29,Single,Own House,Secondary / Secondary Special,Working,49700.0,2.3,4,1,0,0,1
ACC-12376,Female,40,Married,Own House,Secondary / Secondary Special,Working,85300.0,19.9,3,1,0,0,1
ACC-12377,Male,39,Civil Union,Own House,Secondary / Secondary Special,State Servant,44900.0,14.8,3,0,4,4,0
ACC-12378,Female,59,Married,Rented Apartment,Secondary / Secondary Special,Working,39900.0,28.5,2,0,2,1,1
ACC-12379,Male,32,Single,Rented Apartment,Incomplete Higher,Commercial Associate,88400.0,4.7,2,1,1,0,1
ACC-12380,Male,35,Married,Rented Apartment,Secondary / Secondary Special,Working,47100.0,8.4,1,4,4,0,0
ACC-12381,Male,51,Married,Rented Apartment,Secondary / Secondary Special,Working,50900.0,20.4,4,0,1,0,1
ACC-12382,Male,34,Married,Own House,Higher Education,Pensioner,91900.0,8.9,2,4,2,0,1
ACC-12383,Female,31,Married,Municipal Housing,Secondary / Secondary Special,Working,79500.0,7.9,1,1,0,0,1
ACC-12384,Female,46,Married,Rented Apartment,Higher Education,Commercial Associate,96800.0,2.6,4,2,1,0,1
ACC-12385,Male,62,Single,With Parents,Secondary / Secondary Special,Working,29200.0,15.3,2,0,0,0,1
ACC-12386,Female,47,Married,Own House,Secondary / Secondary Special,Working,48800.0,12.0,4,0,1,0,1
ACC-12387,Male,31,Single,With Parents,Higher Education,Working,132700.0,3.2,4,0,0,0,1
ACC-12388,Male,58,Single,Rented Apartment,Incomplete Higher,State Servant,86300.0,7.0,3,0,0,3,0
ACC-12389,Male,54,Married,Rented Apartment,Secondary / Secondary Special,Working,96300.0,5.2,1,4,0,1,0
ACC-12390,Female,63,Single,Own House,Secondary / Secondary Special,Working,70600.0,16.1,1,0,1,1,1
ACC-12391,Female,39,Single,Rented Apartment,Secondary / Secondary Special,Working,57300.0,9.6,4,1,3,0,0
ACC-12392,Female,26,Married,Municipal Housing,Incomplete Higher,Commercial Associate,99900.0,0.8,4,0,1,0,1
ACC-12393,Female,58,Single,Rented Apartment,Higher Education,Commercial Associate,133200.0,36.0,2,1,3,1,1
ACC-12394,Male,62,Married,Own House,Secondary / Secondary Special,Commercial Associate,69400.0,32.3,2,0,2,4,1
ACC-12395,Female,48,Married,With Parents,Secondary / Secondary Special,Working,49300.0,20.6,1,0,1,0,1
ACC-12396,Female,21,Single,Own House,Secondary / Secondary Special,State Servant,31500.0,0.6,5,0,0,4,0
ACC-12397,Female,55,Married,Own House,Secondary / Secondary Special,Commercial Associate,63800.0,21.3,1,2,4,0,1
ACC-12398,Male,60,Married,Own House,Secondary / Secondary Special,State Servant,79700.0,21.4,1,0,0,0,1
ACC-12399,Male,28,Married,With Parents,Secondary / Secondary Special,State Servant,51900.0,7.9,3,0,2,0,0
ACC-12400,Female,27,Single,Own House,Higher Education,Commercial Associate,125500.0,5.4,1,0,1,0,1
ACC-12401,Female,31,Civil Union,Own House,Incomplete Higher,Working,108300.0,6.5,4,3,1,1,0
ACC-12402,Female,59,Married,Rented Apartment,Academic Degree,State Servant,110500.0,33.3,1,1,0,0,1
ACC-12403,Female,24,Single,Rented Apartment,Secondary / Secondary Special,Pensioner,44600.0,1.0,1,1,1,2,0
ACC-12404,Male,45,Civil Union,Own House,Secondary / Secondary Special,Working,77100.0,0.9,2,1,3,0,0
ACC-12405,Male,32,Married,With Parents,Higher Education,Working,77400.0,8.4,2,0,3,0,1
ACC-12406,Female,46,Married,With Parents,Secondary / Secondary Special,Pensioner,30800.0,3.0,1,1,4,1,0
ACC-12407,Female,58,Single,Own House,Higher Education,Working,76400.0,4.8,2,0,0,0,1
ACC-12408,Male,32,Single,Own House,Secondary / Secondary Special,State Servant,39800.0,9.1,2,1,1,1,1
ACC-12409,Female,63,Single,Own House,Secondary / Secondary Special,Working,84800.0,12.0,4,1,0,0,1
ACC-12410,Male,57,Married,Own House,Secondary / Secondary Special,Working,54100.0,23.4,1,1,4,0,1
ACC-12411,Female,44,Married,Own House,Secondary / Secondary Special,Working,89500.0,22.1,5,0,0,0,1
ACC-12412,Female,36,Married,With Parents,Higher Education,Working,101600.0,5.4,2,0,1,2,0
ACC-12413,Female,33,Married,Rented Apartment,Secondary / Secondary Special,Working,64500.0,3.2,1,2,3,0,0
ACC-12414,Female,45,Married,Own House,Secondary / Secondary Special,Working,82800.0,3.1,1,1,1,0,0
ACC-12415,Male,24,Single,Own House,Secondary / Secondary Special,Commercial Associate,59200.0,1.0,2,0,1,1,0
ACC-12416,Female,31,Married,Own House,Higher Education,Pensioner,52800.0,1.2,1,0,0,0,1
ACC-12417,Female,52,Single,Own House,Secondary / Secondary Special,Working,80700.0,3.3,2,2,1,1,0
ACC-12418,Female,27,Married,Own House,Secondary / Secondary Special,Working,18000.0,3.3,1,2,3,0,0
ACC-12419,Female,31,Single,With Parents,Secondary / Secondary Special,Commercial Associate,80300.0,3.9,3,4,1,0,0
ACC-12420,Female,48,Married,With Parents,Secondary / Secondary Special,Commercial Associate,93000.0,19.9,2,0,0,0,1
ACC-12421,Female,61,Married,Own House,Secondary / Secondary Special,Working,93800.0,35.7,1,1,0,0,1
ACC-12422,Male,43,Married,With Parents,Higher Education,Working,123300.0,18.2,2,0,0,0,1
ACC-12423,Female,65,Separated,Own House,Secondary / Secondary Special,Working,62100.0,24.1,3,1,1,0,1
ACC-12424,Female,43,Single,Rented Apartment,Secondary / Secondary Special,Working,81900.0,2.8,1,0,0,0,1
ACC-12425,Male,48,Married,Own House,Higher Education,Working,72300.0,20.0,4,0,1,0,1
ACC-12426,Female,63,Married,Own House,Secondary / Secondary Special,Commercial Associate,70200.0,15.9,2,0,1,0,1
ACC-12427,Male,46,Civil Union,With Parents,Secondary / Secondary Special,Working,95100.0,2.7,5,1,2,0,0
ACC-12428,Female,45,Married,Own House,Secondary / Secondary Special,State Servant,64100.0,21.1,1,1,0,0,1
ACC-12429,Male,49,Married,Rented Apartment,Secondary / Secondary Special,Pensioner,48500.0,10.1,5,1,2,1,0
ACC-12430,Male,39,Married,Own House,Higher Education,Pensioner,47300.0,4.5,2,2,1,0,1
ACC-12431,Male,53,Separated,Own House,Higher Education,Pensioner,79300.0,28.8,2,1,1,0,1
ACC-12432,Male,56,Married,Own House,Higher Education,Working,106600.0,32.5,2,1,4,0,1
ACC-12433,Female,34,Married,Own House,Higher Education,Working,105900.0,5.1,1,4,0,0,1
ACC-12434,Male,34,Civil Union,Rented Apartment,Secondary / Secondary Special,Working,38400.0,5.3,4,1,1,0,0
